2456	3
325	0	347
325	0	348
325	0	349
325	0	350
325	0	351
325	0	352
325	0	353
325	0	354
325	0	355
325	0	356
325	0	357
325	0	358
325	0	359
325	0	360
325	0	361
325	0	362
325	0	363
325	0	364
325	0	365
325	0	366
325	0	367
325	0	368
325	0	369
325	0	370
325	0	371
325	0	372
325	0	373
325	0	374
325	0	375
325	0	376
325	0	377
325	0	378
325	0	379
325	0	380
325	0	381
325	0	382
325	0	383
325	0	384
325	0	385
325	0	386
325	0	387
325	0	388
325	0	389
325	0	390
325	0	391
325	0	392
325	0	393
325	0	394
325	0	395
325	0	396
325	0	397
325	0	398
325	0	399
325	0	400
325	0	401
325	0	402
325	0	403
325	0	404
325	0	405
325	0	406
325	0	407
325	0	408
325	0	409
325	0	410
325	0	411
325	0	412
325	0	413
325	0	414
325	0	415
325	0	416
325	0	417
325	0	418
325	0	419
325	0	420
325	0	421
325	0	422
325	0	423
325	0	424
325	0	425
325	0	426
325	0	427
325	0	428
325	0	429
325	0	430
325	0	431
325	0	432
325	0	433
325	0	434
325	0	435
325	0	436
325	0	437
325	0	438
325	0	439
325	0	440
325	0	441
325	0	442
325	0	443
325	0	444
325	0	445
325	0	446
325	0	447
325	0	448
325	0	449
325	0	450
325	0	451
325	0	452
325	0	453
325	0	454
325	0	455
325	0	456
325	0	457
325	0	458
325	0	459
325	0	460
325	0	461
325	0	462
325	0	463
325	0	464
325	0	465
325	0	466
325	0	467
325	0	468
325	0	469
325	0	470
325	0	471
325	0	472
325	0	473
325	0	474
325	0	475
325	0	476
325	0	477
325	0	478
325	0	479
325	0	480
325	0	481
325	0	482
325	0	483
325	0	484
325	0	485
325	0	486
325	0	487
325	0	488
325	0	489
325	0	490
325	0	491
325	0	492
325	0	493
325	0	494
325	0	495
325	0	496
325	0	497
325	0	498
325	0	499
325	0	500
325	0	501
325	0	502
325	0	503
325	0	504
325	0	505
325	0	506
325	0	507
325	0	508
325	0	509
325	0	510
325	0	511
325	0	512
325	0	513
325	0	514
325	0	515
325	0	516
325	0	517
325	0	518
325	0	519
325	0	520
325	0	521
325	0	522
325	0	523
325	0	524
325	0	525
325	0	526
325	0	527
325	0	528
325	0	529
325	0	530
325	0	531
325	0	532
325	0	533
325	0	534
325	0	535
325	0	536
325	0	537
325	0	538
325	0	539
325	0	540
325	0	541
325	0	542
325	0	543
325	0	544
325	0	545
325	0	546
325	0	547
325	0	548
325	0	549
325	0	550
325	0	551
325	0	552
325	0	553
325	0	554
325	0	555
325	0	556
325	0	557
325	0	558
325	0	559
325	0	560
325	0	561
325	0	562
325	0	563
325	0	564
325	0	565
325	0	566
325	0	567
325	0	568
325	0	569
325	0	570
325	0	571
325	0	572
325	0	573
325	0	574
325	0	575
325	0	576
325	0	577
325	0	578
325	0	579
325	0	580
325	0	581
325	0	582
325	0	583
325	0	584
325	0	585
325	0	586
325	0	587
325	0	588
325	0	589
325	0	590
325	0	591
325	0	592
325	0	593
325	0	594
325	0	595
325	0	596
325	0	597
325	0	598
325	0	599
325	0	600
325	0	601
325	0	602
325	0	603
325	0	604
325	0	605
325	0	606
325	0	607
325	0	608
325	0	609
325	0	610
325	0	611
325	0	612
325	0	613
325	0	614
0	2	0
625	1	0
626	2	0
627	1	0
628	0	615
325	2	0
630	1	0
631	1	0
632	0	616
627	1	0
634	0	617
325	2	0
636	1	0
637	1	0
638	0	618
627	1	0
640	0	619
325	2	0
642	1	0
643	1	0
644	0	620
627	1	0
646	0	621
325	2	0
648	1	0
649	1	0
650	0	622
627	1	0
652	2	0
653	0	623
325	2	0
655	1	0
656	1	0
657	2	0
658	0	624
627	1	0
660	0	625
325	2	0
662	1	0
663	1	0
664	0	626
627	1	0
666	0	627
325	2	0
668	1	0
669	1	0
670	0	628
627	1	0
672	0	629
325	2	0
674	1	0
675	1	0
676	0	630
627	1	0
678	2	0
679	0	631
325	2	0
681	1	0
682	1	0
683	2	0
684	0	632
627	1	0
686	2	0
687	0	633
325	2	0
689	1	0
690	1	0
691	2	0
692	0	634
627	1	0
694	0	635
325	2	0
696	1	0
697	1	0
698	0	636
627	1	0
700	0	637
325	2	0
702	1	0
703	1	0
704	0	638
627	1	0
706	0	639
325	2	0
708	1	0
709	1	0
710	0	640
627	1	0
712	0	641
325	2	0
714	1	0
715	1	0
716	0	642
627	1	0
718	0	643
325	2	0
720	1	0
721	1	0
722	0	644
627	1	0
724	0	645
325	2	0
726	1	0
727	1	0
728	0	646
627	1	0
730	0	647
325	2	0
732	1	0
733	1	0
734	0	648
627	1	0
736	0	649
325	2	0
738	1	0
739	1	0
740	0	650
627	1	0
742	0	651
325	2	0
744	1	0
745	1	0
746	0	652
627	1	0
748	0	653
325	2	0
750	1	0
751	1	0
752	0	654
627	1	0
754	0	655
325	2	0
756	1	0
757	1	0
758	0	656
627	1	0
760	0	657
325	2	0
762	1	0
763	1	0
764	0	658
627	1	0
766	0	659
325	2	0
768	1	0
769	1	0
770	0	660
627	1	0
772	0	661
325	2	0
774	1	0
775	1	0
776	0	662
627	1	0
778	0	663
325	2	0
780	1	0
781	1	0
782	0	664
627	1	0
784	0	665
325	2	0
786	1	0
787	1	0
788	0	666
627	1	0
790	0	667
325	2	0
792	1	0
793	1	0
794	0	668
627	1	0
796	0	669
325	2	0
798	1	0
799	1	0
800	0	670
627	1	0
802	0	671
325	2	0
804	1	0
805	1	0
806	0	672
627	1	0
808	0	673
325	2	0
810	1	0
811	1	0
812	0	674
627	1	0
814	0	675
325	2	0
816	1	0
817	1	0
818	0	676
627	1	0
820	0	677
325	2	0
822	1	0
823	1	0
824	0	678
627	1	0
826	0	679
325	2	0
828	1	0
829	1	0
830	0	680
627	1	0
832	0	681
325	2	0
834	1	0
835	1	0
836	0	682
627	1	0
838	0	683
325	2	0
840	1	0
841	1	0
842	0	684
627	1	0
844	0	685
325	2	0
846	1	0
847	1	0
848	0	686
627	1	0
850	0	687
325	2	0
852	1	0
853	1	0
854	0	688
627	1	0
856	0	689
325	2	0
858	1	0
859	1	0
860	0	690
627	1	0
862	0	691
325	2	0
864	1	0
865	1	0
866	0	692
627	1	0
868	0	693
325	2	0
870	1	0
871	1	0
872	0	694
627	1	0
874	0	695
325	2	0
876	1	0
877	1	0
878	0	696
627	1	0
880	0	697
325	2	0
882	1	0
883	1	0
884	0	698
627	1	0
886	0	699
325	2	0
888	1	0
889	1	0
890	0	700
627	1	0
892	0	701
325	2	0
894	1	0
895	1	0
896	0	702
627	1	0
898	0	703
325	2	0
900	1	0
901	1	0
902	0	704
627	1	0
904	0	705
325	2	0
906	1	0
907	1	0
908	0	706
627	1	0
910	0	707
325	2	0
912	1	0
913	1	0
914	0	708
627	1	0
916	0	709
325	2	0
918	1	0
919	1	0
920	0	710
627	1	0
922	0	711
325	2	0
924	1	0
925	1	0
926	0	712
627	1	0
928	0	713
325	2	0
930	1	0
931	1	0
932	0	714
627	1	0
934	0	715
325	2	0
936	1	0
937	1	0
938	0	716
627	1	0
940	0	717
325	2	0
942	1	0
943	1	0
944	0	718
627	1	0
946	0	719
325	2	0
948	1	0
949	1	0
950	0	720
627	1	0
952	0	721
325	2	0
954	1	0
955	1	0
956	0	722
627	1	0
958	0	723
325	2	0
960	1	0
961	1	0
962	0	724
627	1	0
964	0	725
325	2	0
966	1	0
967	1	0
968	0	726
627	1	0
970	0	727
325	2	0
972	1	0
973	1	0
974	0	728
627	0	729
325	2	0
977	1	0
978	0	730
627	1	0
980	0	731
325	2	0
982	1	0
983	1	0
984	0	732
627	1	0
986	0	733
325	2	0
988	1	0
989	1	0
990	0	734
627	1	0
992	0	735
325	2	0
994	1	0
995	1	0
996	0	736
627	1	0
998	0	737
325	2	0
1000	1	0
1001	1	0
1002	0	738
627	1	0
1004	0	739
325	2	0
1006	1	0
1007	1	0
1008	0	740
627	1	0
1010	0	741
325	2	0
1012	1	0
1013	1	0
1014	0	742
627	1	0
1016	0	743
325	2	0
1018	1	0
1019	1	0
1020	0	744
627	1	0
1022	0	745
325	2	0
1024	1	0
1025	1	0
1026	0	746
627	1	0
1028	0	747
325	2	0
1030	1	0
1031	1	0
1032	0	748
627	1	0
1034	0	749
325	2	0
1036	1	0
1037	1	0
1038	0	750
627	1	0
1040	0	751
325	2	0
1042	1	0
1043	1	0
1044	0	752
627	1	0
1046	0	753
325	2	0
1048	1	0
1049	1	0
1050	0	754
627	1	0
1052	0	755
325	2	0
1054	1	0
1055	1	0
1056	0	756
627	1	0
1058	0	757
325	2	0
1060	1	0
1061	1	0
1062	0	758
627	1	0
1064	0	759
325	2	0
1066	1	0
1067	1	0
1068	0	760
627	1	0
1070	0	761
325	2	0
1072	1	0
1073	1	0
1074	0	762
627	1	0
1076	0	763
325	2	0
1078	1	0
1079	1	0
1080	0	764
627	1	0
1082	0	765
325	2	0
1084	1	0
1085	1	0
1086	0	766
627	1	0
1088	0	767
325	2	0
1090	1	0
1091	1	0
1092	0	768
627	1	0
1094	0	769
325	2	0
1096	1	0
1097	1	0
1098	0	770
627	1	0
1100	0	771
325	2	0
1102	1	0
1103	1	0
1104	0	772
627	1	0
1106	0	773
325	2	0
1108	1	0
1109	1	0
1110	0	774
627	1	0
1112	0	775
325	2	0
1114	1	0
1115	1	0
1116	0	776
627	1	0
1118	0	777
325	2	0
1120	1	0
1121	1	0
1122	0	778
627	1	0
1124	0	779
325	2	0
1126	1	0
1127	1	0
1128	0	780
627	1	0
1130	0	781
325	2	0
1132	1	0
1133	1	0
1134	0	782
627	1	0
1136	0	783
325	2	0
1138	1	0
1139	1	0
1140	0	784
627	1	0
1142	0	785
325	2	0
1144	1	0
1145	1	0
1146	0	786
627	0	787
325	2	0
1149	1	0
1150	0	788
627	1	0
1152	0	789
325	2	0
1154	1	0
1155	1	0
1156	0	790
627	1	0
1158	0	791
325	2	0
1160	1	0
1161	1	0
1162	0	792
627	1	0
1164	0	793
325	2	0
1166	1	0
1167	1	0
1168	0	794
627	1	0
1170	0	795
325	2	0
1172	1	0
1173	1	0
1174	0	796
627	1	0
1176	0	797
325	2	0
1178	1	0
1179	1	0
1180	0	798
627	1	0
1182	0	799
325	2	0
1184	1	0
1185	1	0
1186	0	800
627	1	0
1188	0	801
325	2	0
1190	1	0
1191	1	0
1192	0	802
627	1	0
1194	0	803
325	2	0
1196	1	0
1197	1	0
1198	0	804
627	1	0
1200	0	805
325	2	0
1202	1	0
1203	1	0
1204	0	806
627	1	0
1206	0	807
325	2	0
1208	1	0
1209	1	0
1210	0	808
627	1	0
1212	0	809
325	2	0
1214	1	0
1215	1	0
1216	0	810
627	1	0
1218	0	811
325	2	0
1220	1	0
1221	1	0
1222	0	812
627	1	0
1224	0	813
325	2	0
1226	1	0
1227	1	0
1228	0	814
627	1	0
1230	0	815
325	2	0
1232	1	0
1233	1	0
1234	0	816
627	1	0
1236	0	817
325	2	0
1238	1	0
1239	1	0
1240	0	818
627	1	0
1242	0	819
325	2	0
1244	1	0
1245	1	0
1246	0	820
627	1	0
1248	0	821
325	2	0
1250	1	0
1251	1	0
1252	0	822
627	1	0
1254	0	823
325	2	0
1256	1	0
1257	1	0
1258	0	824
627	1	0
1260	0	825
325	2	0
1262	1	0
1263	1	0
1264	0	826
627	1	0
1266	0	827
325	2	0
1268	1	0
1269	1	0
1270	0	828
627	1	0
1272	0	829
325	2	0
1274	1	0
1275	1	0
1276	0	830
627	1	0
1278	0	831
325	2	0
1280	1	0
1281	1	0
1282	0	832
627	1	0
1284	0	833
325	2	0
1286	1	0
1287	1	0
1288	0	834
627	1	0
1290	0	835
325	2	0
1292	1	0
1293	1	0
1294	0	836
627	1	0
1296	0	837
325	2	0
1298	1	0
1299	1	0
1300	0	838
627	1	0
1302	0	839
325	2	0
1304	1	0
1305	1	0
1306	0	840
627	1	0
1308	0	841
325	2	0
1310	1	0
1311	1	0
1312	0	842
627	1	0
1314	0	843
325	2	0
1316	1	0
1317	1	0
1318	0	844
627	1	0
1320	0	845
325	2	0
1322	1	0
1323	1	0
1324	0	846
627	1	0
1326	0	847
325	2	0
1328	1	0
1329	1	0
1330	0	848
627	1	0
1332	0	849
325	2	0
1334	1	0
1335	1	0
1336	0	850
627	1	0
1338	0	851
325	2	0
1340	1	0
1341	1	0
1342	0	852
627	1	0
1344	0	853
325	2	0
1346	1	0
1347	1	0
1348	0	854
627	1	0
1350	0	855
325	2	0
1352	1	0
1353	1	0
1354	0	856
627	1	0
1356	0	857
325	2	0
1358	1	0
1359	1	0
1360	0	858
627	1	0
1362	0	859
325	2	0
1364	1	0
1365	1	0
1366	0	860
627	1	0
1368	0	861
325	2	0
1370	1	0
1371	1	0
1372	0	862
627	1	0
1374	0	863
325	2	0
1376	1	0
1377	1	0
1378	0	864
627	1	0
1380	0	865
325	2	0
1382	1	0
1383	1	0
1384	0	866
627	1	0
1386	0	867
325	2	0
1388	1	0
1389	1	0
1390	0	868
627	1	0
1392	0	869
325	2	0
1394	1	0
1395	1	0
1396	0	870
627	1	0
1398	0	871
325	2	0
1400	1	0
1401	1	0
1402	0	872
627	1	0
1404	0	873
325	2	0
1406	1	0
1407	1	0
1408	0	874
627	1	0
1410	0	875
325	2	0
1412	1	0
1413	1	0
1414	0	876
627	1	0
1416	0	877
325	2	0
1418	1	0
1419	1	0
1420	0	878
627	1	0
1422	0	879
325	2	0
1424	1	0
1425	1	0
1426	0	880
627	1	0
1428	0	881
325	2	0
1430	1	0
1431	1	0
1432	0	882
627	1	0
1434	0	883
325	2	0
1436	1	0
1437	1	0
1438	0	884
627	1	0
1440	0	885
325	2	0
1442	1	0
1443	1	0
1444	0	886
1440	0	887
1444	0	888
627	1	0
1448	0	889
325	2	0
1450	1	0
1451	1	0
1452	0	890
627	1	0
1454	0	891
325	2	0
1456	1	0
1457	1	0
1458	0	892
627	1	0
1460	0	893
325	2	0
1462	1	0
1463	1	0
1464	0	894
627	1	0
1466	0	895
325	2	0
1468	1	0
1469	1	0
1470	0	896
627	1	0
1472	0	897
325	2	0
1474	1	0
1475	1	0
1476	0	898
627	1	0
1478	0	899
325	2	0
1480	1	0
1481	1	0
1482	0	900
627	1	0
1484	0	901
325	2	0
1486	1	0
1487	1	0
1488	0	902
627	1	0
1490	0	903
325	2	0
1492	1	0
1493	1	0
1494	0	904
660	0	905
1494	0	906
627	1	0
1498	0	907
325	2	0
1500	1	0
1501	1	0
1502	0	908
627	1	0
1504	0	909
325	2	0
1506	1	0
1507	1	0
1508	0	910
627	1	0
1510	0	911
325	2	0
1512	1	0
1513	1	0
1514	0	912
627	1	0
1516	0	913
325	2	0
1518	1	0
1519	1	0
1520	0	914
1516	0	915
1520	0	916
627	1	0
1524	0	917
325	2	0
1526	1	0
1527	1	0
1528	0	918
627	1	0
1530	0	919
325	2	0
1532	1	0
1533	1	0
1534	0	920
627	1	0
1536	0	921
325	2	0
1538	1	0
1539	1	0
1540	0	922
627	1	0
1542	0	923
325	2	0
1544	1	0
1545	1	0
1546	0	924
627	1	0
1548	0	925
325	2	0
1550	1	0
1551	1	0
1552	0	926
666	0	927
1552	0	928
627	1	0
1556	0	929
325	2	0
1558	1	0
1559	1	0
1560	0	930
627	1	0
1562	0	931
325	2	0
1564	1	0
1565	1	0
1566	0	932
627	1	0
1568	0	933
325	2	0
1570	1	0
1571	1	0
1572	0	934
627	1	0
1574	0	935
325	2	0
1576	1	0
1577	1	0
1578	0	936
627	1	0
1580	0	937
325	2	0
1582	1	0
1583	1	0
1584	0	938
627	1	0
1586	0	939
325	2	0
1588	1	0
1589	1	0
1590	0	940
627	1	0
1592	0	941
325	2	0
1594	1	0
1595	1	0
1596	0	942
627	1	0
1598	0	943
325	2	0
1600	1	0
1601	1	0
1602	0	944
627	1	0
1604	0	945
325	2	0
1606	1	0
1607	1	0
1608	0	946
627	1	0
1610	0	947
325	2	0
1612	1	0
1613	1	0
1614	0	948
627	1	0
1616	0	949
325	2	0
1618	1	0
1619	1	0
1620	0	950
627	1	0
1622	0	951
325	2	0
1624	1	0
1625	1	0
1626	0	952
627	1	0
1628	0	953
325	2	0
1630	1	0
1631	1	0
1632	0	954
627	1	0
1634	0	955
325	2	0
1636	1	0
1637	1	0
1638	0	956
627	1	0
1640	0	957
325	2	0
1642	1	0
1643	1	0
1644	0	958
627	1	0
1646	0	959
325	2	0
1648	1	0
1649	1	0
1650	0	960
627	1	0
1652	0	961
325	2	0
1654	1	0
1655	1	0
1656	0	962
627	1	0
1658	0	963
325	2	0
1660	1	0
1661	1	0
1662	0	964
627	1	0
1664	0	965
325	2	0
1666	1	0
1667	1	0
1668	0	966
627	1	0
1670	0	967
325	2	0
1672	1	0
1673	1	0
1674	0	968
627	1	0
1676	0	969
325	2	0
1678	1	0
1679	1	0
1680	0	970
627	1	0
1682	0	971
325	2	0
1684	1	0
1685	1	0
1686	0	972
627	1	0
1688	0	973
325	2	0
1690	1	0
1691	1	0
1692	0	974
627	1	0
1694	0	975
325	2	0
1696	1	0
1697	1	0
1698	0	976
627	1	0
1700	0	977
325	2	0
1702	1	0
1703	1	0
1704	0	978
627	1	0
1706	0	979
325	2	0
1708	1	0
1709	1	0
1710	0	980
627	1	0
1712	0	981
325	2	0
1714	1	0
1715	1	0
1716	0	982
627	1	0
1718	0	983
325	2	0
1720	1	0
1721	1	0
1722	0	984
627	1	0
1724	0	985
325	2	0
1726	1	0
1727	1	0
1728	0	986
627	1	0
1730	0	987
325	2	0
1732	1	0
1733	1	0
1734	0	988
627	1	0
1736	0	989
325	2	0
1738	1	0
1739	1	0
1740	0	990
627	1	0
1742	0	991
325	2	0
1744	1	0
1745	1	0
1746	0	992
627	1	0
1748	0	993
325	2	0
1750	1	0
1751	1	0
1752	0	994
627	1	0
1754	0	995
325	2	0
1756	1	0
1757	1	0
1758	0	996
627	1	0
1760	0	997
325	2	0
1762	1	0
1763	1	0
1764	0	998
627	1	0
1766	0	999
325	2	0
1768	1	0
1769	1	0
1770	0	1000
627	1	0
1772	0	1001
325	2	0
1774	1	0
1775	1	0
1776	0	1002
627	1	0
1778	0	1003
325	2	0
1780	1	0
1781	1	0
1782	0	1004
627	1	0
1784	0	1005
325	2	0
1786	1	0
1787	1	0
1788	0	1006
627	1	0
1790	0	1007
325	2	0
1792	1	0
1793	1	0
1794	0	1008
627	1	0
1796	0	1009
325	2	0
1798	1	0
1799	1	0
1800	0	1010
627	1	0
1802	0	1011
325	2	0
1804	1	0
1805	1	0
1806	0	1012
627	1	0
1808	0	1013
325	2	0
1810	1	0
1811	1	0
1812	0	1014
627	1	0
1814	0	1015
325	2	0
1816	1	0
1817	1	0
1818	0	1016
627	1	0
1820	0	1017
325	2	0
1822	1	0
1823	1	0
1824	0	1018
627	1	0
1826	0	1019
325	2	0
1828	1	0
1829	1	0
1830	0	1020
627	1	0
1832	0	1021
325	2	0
1834	1	0
1835	1	0
1836	0	1022
627	1	0
1838	0	1023
325	2	0
1840	1	0
1841	1	0
1842	0	1024
627	1	0
1844	0	1025
325	2	0
1846	1	0
1847	1	0
1848	0	1026
627	1	0
1850	0	1027
325	2	0
1852	1	0
1853	1	0
1854	0	1028
627	1	0
1856	0	1029
325	2	0
1858	1	0
1859	1	0
1860	0	1030
627	1	0
1862	0	1031
325	2	0
1864	1	0
1865	1	0
1866	0	1032
627	1	0
1868	0	1033
325	2	0
1870	1	0
1871	1	0
1872	0	1034
627	1	0
1874	0	1035
325	2	0
1876	1	0
1877	1	0
1878	0	1036
627	1	0
1880	0	1037
325	2	0
1882	1	0
1883	1	0
1884	0	1038
627	1	0
1886	0	1039
325	2	0
1888	1	0
1889	1	0
1890	0	1040
627	1	0
1892	1	0
1893	0	1041
325	2	0
1895	1	0
1896	1	0
1897	1	0
1898	0	1042
627	1	0
1900	0	1043
325	2	0
1902	1	0
1903	1	0
1904	0	1044
627	1	0
1906	0	1045
325	2	0
1908	1	0
1909	1	0
1910	0	1046
627	1	0
1912	0	1047
325	2	0
1914	1	0
1915	1	0
1916	0	1048
627	1	0
1918	0	1049
325	2	0
1920	1	0
1921	1	0
1922	0	1050
627	1	0
1924	0	1051
325	2	0
1926	1	0
1927	1	0
1928	0	1052
1924	0	1053
1928	0	1054
627	1	0
1932	0	1055
325	2	0
1934	1	0
1935	1	0
1936	0	1056
627	1	0
1938	0	1057
325	2	0
1940	1	0
1941	1	0
1942	0	1058
627	1	0
1944	0	1059
325	2	0
1946	1	0
1947	1	0
1948	0	1060
627	1	0
1950	0	1061
325	2	0
1952	1	0
1953	1	0
1954	0	1062
627	1	0
1956	0	1063
325	2	0
1958	1	0
1959	1	0
1960	0	1064
627	1	0
1962	0	1065
325	2	0
1964	1	0
1965	1	0
1966	0	1066
627	1	0
1968	0	1067
325	2	0
1970	1	0
1971	1	0
1972	0	1068
627	1	0
1974	0	1069
325	2	0
1976	1	0
1977	1	0
1978	0	1070
627	1	0
1980	0	1071
325	2	0
1982	1	0
1983	1	0
1984	0	1072
627	1	0
1986	0	1073
325	2	0
1988	1	0
1989	1	0
1990	0	1074
627	1	0
1992	0	1075
325	2	0
1994	1	0
1995	1	0
1996	0	1076
627	1	0
1998	0	1077
325	2	0
2000	1	0
2001	1	0
2002	0	1078
627	1	0
2004	0	1079
325	2	0
2006	1	0
2007	1	0
2008	0	1080
627	1	0
2010	0	1081
325	2	0
2012	1	0
2013	1	0
2014	0	1082
627	1	0
2016	0	1083
325	2	0
2018	1	0
2019	1	0
2020	0	1084
627	1	0
2022	0	1085
325	2	0
2024	1	0
2025	1	0
2026	0	1086
627	1	0
2028	0	1087
325	2	0
2030	1	0
2031	1	0
2032	0	1088
2028	0	1089
2032	0	1090
627	1	0
2036	0	1091
325	2	0
2038	1	0
2039	1	0
2040	0	1092
627	1	0
2042	0	1093
325	2	0
2044	1	0
2045	1	0
2046	0	1094
627	1	0
2048	0	1095
325	2	0
2050	1	0
2051	1	0
2052	0	1096
627	1	0
2054	0	1097
325	2	0
2056	1	0
2057	1	0
2058	0	1098
2054	0	1099
2058	0	1100
627	1	0
2062	0	1101
325	2	0
2064	1	0
2065	1	0
2066	0	1102
627	0	1103
325	2	0
2069	1	0
2070	0	1104
627	1	0
2072	0	1105
2070	1	0
2074	0	1106
627	1	0
2076	0	1107
325	2	0
2078	1	0
2079	1	0
2080	0	1108
627	1	0
2082	0	1109
325	2	0
2084	1	0
2085	1	0
2086	0	1110
627	1	0
2088	0	1111
325	2	0
2090	1	0
2091	1	0
2092	0	1112
627	1	0
2094	0	1113
325	2	0
2096	1	0
2097	1	0
2098	0	1114
627	1	0
2100	0	1115
325	2	0
2102	1	0
2103	1	0
2104	0	1116
627	1	0
2106	0	1117
325	2	0
2108	1	0
2109	1	0
2110	0	1118
627	1	0
2112	0	1119
325	2	0
2114	1	0
2115	1	0
2116	0	1120
627	1	0
2118	0	1121
325	2	0
2120	1	0
2121	1	0
2122	0	1122
627	1	0
2124	0	1123
325	2	0
2126	1	0
2127	1	0
2128	0	1124
627	1	0
2130	0	1125
325	2	0
2132	1	0
2133	1	0
2134	0	1126
627	1	0
2136	0	1127
325	2	0
2138	1	0
2139	1	0
2140	0	1128
627	1	0
2142	0	1129
325	2	0
2144	1	0
2145	1	0
2146	0	1130
627	1	0
2148	0	1131
325	2	0
2150	1	0
2151	1	0
2152	0	1132
627	1	0
2154	0	1133
325	2	0
2156	1	0
2157	1	0
2158	0	1134
627	1	0
2160	0	1135
325	2	0
2162	1	0
2163	1	0
2164	0	1136
627	1	0
2166	0	1137
325	2	0
2168	1	0
2169	1	0
2170	0	1138
627	1	0
2172	0	1139
325	2	0
2174	1	0
2175	1	0
